Company Name,FOUNDED,BUSINESS MODEL,EMPLOYEES,FUNDING STAGE,RAISED,PRODUCT STAGE,Funding stage,Total raised,Total rounds,Investors,Current Round,Funding in Current Round,TAGS
SafeBreach,                              2/2014,B2B,51-200,ROUND C+,                 $53M,Released,C+,53M,4,11,C Round,$19M,"['penetration-tests' 'vulnerability-management' 'threat-intelligence'
 'enterprise-solutions' 'vulnerability-assessment' 'network-security'
 'cyber-security' 'breach-simulation' 'enterprise-security'
 'risk-management']"
Axis Security,                              10/2018,B2B,51-200,ROUND C+,                 $99M,Released,C+,99M,4,6,C Round,$50M,"['enterprise-solutions' 'access-control' 'authentication' 'cloud-security'
 'network-security' 'cyber-security']"
Cybear Networks,                              5/2016,B2B,1-10,Seed,,Released,,,,,,,"['security-operations' 'cyber-security' 'enterprise-security' 'soc'
 'incident-response' 'automation']"
SIRIN LABS,                              11/2013,B2C,51-200,Seed,                 $254.9M,Released,Seed,254.9M,3,4,ICO,$157.9M,"['electronic-manufacturing' 'transactions' 'telecommunication-equipment'
 'telecommunication' 'mobile-devices' 'ips' 'blockchain' 'cryptocurrency'
 'manufacturing' 'consumer-electronics' 'cyber-security'
 'multi-factor-authentication' 'fintech']"
VADO Security Technologies,                              1/2010,"B2B, B2G",1-10,Revenue Financed,,Released,,,,,,,"['communications' 'file-sharing' 'optronics' 'security'
 'industrial-networks' 'network-security' 'data-protection' 'isolation'
 'hardware' 'critical-infastructure' 'industry-4.0' 'cyber-security']"
Nunetz,                              1/2016,B2B,1-10,Seed,,Beta,,,,,,,"['artificial-intelligence' 'clinical-workflow' 'cyber-security'
 'coronavirus' 'digital-healthcare' 'medical-data' 'automation'
 'home-care' 'personalization' 'machine-learning' 'big-data-analytics'
 'software-applications']"
Cymptom,                              3/2019,B2B,11-50,Seed,                 $4M,Released,Seed,4M,2,1,Grant,$500K,"['penetration-tests' 'saas' 'enterprise-solutions' 'cyber-security'
 'vulnerability-assessment' 'cloud' 'vulnerability-management'
 'threat-detection' 'network-security' 'breach-simulation']"
Caligo Systems,                              1/2017,B2B,1-10,Bootstrapped,,Alpha,,,,,,,"['industrial-applications' 'iot' 'industrial-networks' 'connectivity'
 'cyber-security' 'industry-4.0']"
SpecterX,                              8/2018,B2B,1-10,Seed,,Released,,,,,,,"['supply-chain' 'saas' 'management-solutions' 'collaboration' 'cloud'
 'data-protection' 'productivity' 'encryption' 'data-management'
 'enterprise-solutions' 'enterprise-security' 'cyber-security'
 'cloud-security']"
Safend,                              3/2003,"B2B, B2G",11-50,ROUND C+,                 $16.4M,Released,C+,16.4M,3,3,C Round,$9M,"['software-applications' 'dlp' 'data-protection' 'auditing'
 'insider-threat' 'gdpr' 'encryption' 'enterprise-security'
 'endpoint-security' 'cyber-security']"
ReSec Technologies,                              5/2012,"B2B, B2G",11-50,ROUND A,                 $11.75M,Released,A,11.75M,4,10,A Round,$4M,"['network-security' 'apt' 'file-sharing' 'enterprise-solutions' 'email'
 'isolation' 'enterprise-security' 'data-protection' 'threat-intelligence'
 'ids' 'cdr' 'ips' 'patent-pending' 'malware' 'infrastructure'
 'cyber-security' 'endpoint-security' 'zero-day' 'file-security'
 'content-sharing']"
Cyround Technologies,                              8/2018,B2B,1-10,Bootstrapped,,Customer development,,,,,,,['cyber-security']
CloudAlly,                              3/2011,"B2B, B2C",11-50,Revenue Financed,,Released,,,,,,,"['salesforce' 'backup' 'cloud' 'cyber-security' 'disaster-recovery'
 'data-storage' 'enterprise-solutions' 'it' 'data-protection']"
CipherSiP,                              1/2018,B2B,1-10,Bootstrapped,,R&D,,,,,,,"['connected-vehicles' 'cyber-security' 'iot' 'smart-mobility'
 'authentication' 'data-protection' 'ota' 'industry-4.0']"
CybeReady,                              12/2014,B2B,11-50,ROUND A,                 $5M,Released,A,5M,1,1,A Round,$5M,"['simulators' 'software-applications' 'knowledge-technology'
 'spear-phishing' 'cyber-security' 'machine-learning' 'phishing'
 'artificial-intelligence' 'training' 'enterprise-solutions']"
Inpedio,                              2/2016,"B2B, B2G",11-50,ROUND A,                 $5M,Released,A,5M,2,4,A Round,$5M,"['p2p' 'ransomware' 'cyber-security' 'mobile-devices' 'zero-day' 'malware'
 'mobile-security' 'endpoint-security' 'enterprise-security' 'byod'
 'encryption']"
Octopus Systems,                              4/2013,"B2B, B2G",11-50,ROUND A,                 $10.5M,Released,A,10.5M,3,3,A Round,$3M,"['sensor-fusion' 'machine-learning' 'orchestration' 'remote-monitoring'
 'command-and-control' 'emergency-response' 'big-data' 'coronavirus'
 'homeland-security' 'security' 'safety' 'cloud-based'
 'artificial-intelligence' 'mobile-applications' 'cyber-security'
 'incident-response' 'soc' 'alert-system' 'network-management'
 'threat-intelligence' 'smart-city' 'security-operations' 'siem'
 'control-systems' 'integration']"
Nubo Software,                              7/2011,"B2B, B2G",1-10,ROUND A,                 $7M,Released,A,7M,1,2,A Round,$7M,"['mobile-security' 'enterprise-mobility' 'enterprise-security' 'byod'
 'cloud' 'data-protection' 'dlp' 'mobile-devices' 'cyber-security'
 'virtualization' 'mobile-applications']"
Infobay,                              1/2010,"B2B, B2G",1-10,Revenue Financed,,Released,,,,,,,"['malware' 'dlp' 'cloud-based' 'endpoint-security' 'data-protection'
 'messaging-security' 'encryption' 'enterprise-security' 'cyber-security'
 'threat-detection' 'enterprise-solutions' 'gdpr']"
IsItYou,                              4/2012,"B2B, B2C",1-10,Seed,                 $1M,Released,Seed,1M,1,1,Seed,$1M,"['authentication' 'face-recognition' 'mobile-devices' 'mobile-security'
 'cyber-security' 'identity-verification' 'anti-fraud' 'access-control'
 'artificial-intelligence' 'biometrics']"
D-ID,                              1/2017,"B2B, B2G, B2B2C",11-50,ROUND A,                 $18.06M,Beta,A,18.06M,5,13,A Round,$8.1M,"['compliance' 'cryptography' 'artificial-intelligence'
 'artificial-intelligence' 'deep-learning' 'security' 'access-control'
 'identity-verification' 'face-recognition' 'gdpr' 'social-media'
 'privacy-protection' 'file-security' 'biometrics' 'database-security'
 'homeland-security' 'image-processing' 'data-protection'
 'computer-vision' 'cyber-security']"
QUASAR VISION,                              1/2020,B2B,1-10,Bootstrapped,,Customer development,,,,,,,['space-tech' 'cyber-security']
Barrel Protocol,                              1/2018,"B2B, B2C",1-10,Seed,                 $4M,Released,Seed,4M,1,4,Seed,$4M,"['gdpr' 'artificial-intelligence' 'blockchain' 'data-protection'
 'privacy-protection' 'contracts' 'compliance' 'enterprise-solutions'
 'cyber-security' 'big-data']"
TrustPeers,                              6/2019,B2B,11-50,Seed,,Released,Seed,0,1,1,Pre-Seed,,"['enterprise-security' 'enterprise-solutions' 'cyber-security'
 'incident-response']"
Securely,                              4/2016,"B2B, B2C",1-10,Bootstrapped,,Released,,,,,,,"['compliance' 'enterprise-solutions' 'digital-certificates'
 'network-security' 'pki' 'security' 'software-applications'
 'it-management' 'cyber-security' 'encryption']"
CYE,                              6/2012,B2B,51-200,ROUND A,                 $120M,Released,A,120M,1,2,A Round,$120M,"['network-security' 'machine-learning' 'cyber-security' 'red-team'
 'anomaly-detection' 'enterprise-solutions' 'artificial-intelligence'
 'security-posture-assessment' 'big-data-analytics' 'risk-management'
 'vulnerability-assessment' 'penetration-tests' 'threat-intelligence'
 'incident-response' 'enterprise-security']"
Enigmatos,                              9/2015,B2B,1-10,Bootstrapped,,Released,,,,,,,"['network-security' 'connected-vehicles' 'ips' 'behavior-analytics'
 'artificial-intelligence' 'anomaly-detection' 'smart-mobility'
 'cyber-security' 'ids' 'autonomous-vehicles' 'big-data-analytics'
 'threat-detection' 'patent-pending']"
Intezer,                              9/2015,B2B,11-50,ROUND B,                 $25M,Released,B,25M,3,6,B Round,$15M,"['network-security' 'threat-intelligence' 'incident-response'
 'endpoint-security' 'cyber-security' 'apt' 'cloud-security'
 'enterprise-solutions' 'malware' 'security-operations' 'forensics'
 'threat-detection' 'soc' 'zero-day']"
Cybrid Security,                              1/2020,B2B,1-10,Pre-Seed,,R&D,,,,,,,"['enterprise-security' 'insider-threat' 'hybrid-cloud'
 'network-management' 'saas' 'security' 'malware' 'enterprise-solutions'
 'network-security' 'automation' 'cyber-security']"
LiquidEOS,                              6/2018,B2B,1-10,Bootstrapped,,R&D,,,,,,,"['software-applications' 'blockchain' 'cyber-security' 'cryptocurrency'
 'digital-wallet']"
Chain Reaction,                              1/2019,B2B,1-10,Seed,,R&D,Seed,0,1,1,Seed,,"['cyber-security' 'software-applications' 'cryptography' 'blockchain'
 'hardware']"
AGS Encryptions,                              6/1999,B2B,1-10,Revenue Financed,,Released,,,,,,,"['cryptography' 'cyber-security' 'cyber-threat-analysis'
 'homomorphic-encryption' 'encryption']"
Gama Operations,                              1/1995,"B2B, B2G",1-10,Revenue Financed,,Released,,,,,,,"['homeland-security' 'ivr' 'critical-infastructure' 'cyber-security'
 'streaming' 'pbx' 'network-security' 'messaging' 'encryption'
 'voice-processing' 'data-protection' 'voip' 'text-to-speech'
 'telecommunication']"
Radix Technologies,                              9/1992,"B2B, B2G",1-10,Revenue Financed,,Released,,,,,,,"['oem' 'it' 'mdm' 'lms' 'sdk' 'monitoring' 'cross-platform' 'quarantine'
 'collaboration' 'mobile-devices' 'security' 'tracking' 'real-time'
 'digital-signage' 'smart-class' 'e-learning' 'broadcasting'
 'cyber-security' 'white-label-solution' 'edtech' 'cloud']"
Vaulto Technologies,                              1/2015,"B2B, B2G",1-10,Bootstrapped,,Released,,,,,,,"['cyber-security' 'encryption' 'privacy-protection' 'mobile-security'
 'mobile-applications' 'dlp' 'data-protection' 'byod' 'mobile-devices']"
AdVerif.AI,                              1/2018,"B2B, B2G",1-10,Pre-Seed,,Beta,,,,,,,"['artificial-intelligence' 'cyber-security' 'brand-protection' 'saas'
 'coronavirus']"
CRITIFENCE Technologies,                              7/2016,"B2B, B2G",1-10,Bootstrapped,,Released,,,,,,,"['machine-learning' 'analytics' 'critical-infastructure' 'transportation'
 'artificial-intelligence' 'scada' 'monitoring' 'control-systems'
 'cyber-security' 'industry-4.0' 'industrial-technologies'
 'smart-mobility']"
Shibozo,                              8/2020,"B2B, B2C",1-10,Bootstrapped,,Released,,,,,,,"['software-applications' 'file-security' 'cyber-security' 'file-sharing'
 'mobile-applications' 'real-time']"
ZecOps,                              7/2017,B2B,11-50,Seed,                 $10.2M,Released,Seed,10.2M,2,7,Seed,$6.7M,"['forensics' 'security-operations' 'cyber-threat-analysis'
 'cyber-security' 'enterprise-security' 'incident-response'
 'threat-intelligence' 'automation' 'soc']"
Pandora Security,                              4/2020,B2B,1-10,,,,,,,,,,['cyber-security']
Verint Systems,                              4/1994,B2B,500+,Public,,Released,,,,,,,"['customer-engagement' 'video-analytics' 'cyber-security' 'speech'
 'knowledge-management' 'employee-engagement' 'predictive-analytics'
 'behavior-analytics' 'mobile-applications']"
Magnisec,                              7/2019,B2B,1-10,Bootstrapped,,Released,,,,,,,"['software-applications' 'website-security' 'machine-learning'
 'network-security' 'it' 'asset-management' 'cyber-security'
 'enterprise-solutions' 'incident-response' 'application-security'
 'deep-learning']"
MazeBolt,                              10/2013,"B2B, B2G",11-50,Seed,                 $61.6K,Released,Seed,61.6K,2,0,Grant,$61.6K,"['ddos' 'protection' 'website-security' 'breach-simulation'
 'enterprise-software' 'test-automation' 'vulnerability-management'
 'cyber-threat-analysis' 'vulnerability-assessment' 'network-security'
 'enterprise-solutions' 'simulation' 'enterprise-security'
 'cyber-security' 'penetration-tests']"
Vicarius,                              4/2016,B2B,11-50,Seed,                 $5.155M,Released,Seed,5.155M,3,5,Seed,$5M,"['enterprise-security' 'malware' 'enterprise-solutions'
 'application-security' 'predictive-analytics' 'vulnerability-assessment'
 'security' 'cyber-security' 'vulnerability-management' 'risk-assesments']"
Illusive Networks,                              10/2014,B2B,51-200,ROUND B,                 $54M,Released,B,54M,3,12,B Round,$24M,"['incident-response' 'enterprise-security' 'deception' 'apt'
 'cloud-security' 'forensics' 'insider-threat' 'threat-detection'
 'ransomware' 'network-security' 'cyber-security' 'cyber-intelligence']"
GK8,                              1/2018,B2B,11-50,Seed,                 $4M,Released,Seed,4M,1,6,Seed,$4M,"['patent-pending' 'fintech' 'cyber-security' 'digital-assets' 'blockchain'
 'cryptography']"
WireX Systems,                              1/2010,"B2B, B2G",11-50,ROUND A,                 $11.3M,Released,A,11.3M,2,6,A Round,$9.3M,"['forensics' 'dlp' 'network-security' 'big-data-analytics' 'monitoring'
 'incident-response' 'threat-intelligence' 'dpi' 'cyber-security']"
OttoSec,                              2/2020,B2B,1-10,Seed,,R&D,,,,,,,"['smart-mobility' 'oem' 'iot' 'saas' 'cyber-security' 'connected-vehicles'
 'firewall']"
Ermetic,                              2/2019,B2B,11-50,ROUND A,                 $27.25M,Customer development,A,27.25M,2,4,A Round,$17.25M,"['data-protection' 'enterprise-solutions' 'privileged-access-management'
 'machine-learning' 'saas' 'cyber-security' 'cloud-security' 'iam'
 'identity-verification' 'management-solutions' 'big-data']"
CybroSec,                              1/2018,B2B,1-10,Bootstrapped,,Customer development,,,,,,,['cyber-security' 'security-operations' 'enterprise-solutions']
CalCom,                              3/2001,"B2B, B2G",11-50,Revenue Financed,,Released,,,,,,,"['operations-optimization' 'monitoring' 'network-security' 'hardening'
 'enterprise-security' 'it-management' 'compliance' 'cyber-security'
 'network-management']"
SecureNative,                              8/2018,B2B,11-50,Seed,,Released,,,,,,,['cyber-security' 'enterprise-solutions' 'vulnerability-management']
Imperva,                              1/2002,"B2B, B2G",500+,Public,                 $49M,Released,Public,49M,3,5,D Round,$20M,"['database-security' 'web-application-firewall' 'behavior-analytics'
 'mobile-applications' 'file-security' 'enterprise-security'
 'application-security' 'ransomware' 'cloud-security' 'dlp'
 'data-protection' 'ddos' 'threat-intelligence' 'compliance'
 'network-security' 'cyber-security' 'insider-threat' 'cdn']"
Morphisec,                              1/2014,"B2B, B2G",51-200,ROUND C+,                 $51.5M,Released,C+,51.5M,4,7,C Round,$31M,"['cyber-security' 'ransomware' 'threat-detection' 'endpoint-security'
 'quarantine' 'servers' 'network-security' 'enterprise-security'
 'deception' 'zero-day' 'cloud-security']"
Indeni,                              2/2009,B2B,11-50,ROUND B,                 $24M,Released,B,24M,2,6,B Round,$14M,"['cyber-security' 'crowdsourcing' 'enterprise-software'
 'network-management' 'knowledge-technology' 'analytics'
 'network-security' 'cloud' 'enterprise-networking' 'enterprise-solutions'
 'fundraising' 'it' 'artificial-intelligence' 'saas']"
IRONSCALES,                              12/2013,B2B,51-200,ROUND B,                 $31M,Released,B,31M,4,4,B Round,$8M,"['penetration-tests' 'natural-language-processing' 'endpoint-security'
 'mobile-applications' 'threat-detection' 'enterprise-security' 'email'
 'machine-learning' 'gamification' 'spear-phishing' 'messaging-security'
 'cyber-security' 'social-engineering' 'training'
 'vulnerability-assessment' 'incident-response' 'artificial-intelligence'
 'threat-intelligence' 'soc']"
Firedome,                              1/2018,B2B,11-50,ROUND A,                 $14.5M,Beta,A,14.5M,3,3,Grant,,"['incident-response' 'machine-learning' 'industry-4.0'
 'artificial-intelligence' 'endpoint-security' 'iot' 'home-security'
 'wireless-control' 'cyber-security' 'home-connected-devices' 'smart-home']"
authorizon,                              5/2021,B2B,1-10,Bootstrapped,,R&D,,,,,,,['iam' 'cyber-security']
CGS Tower Networks,                              5/2014,"B2B, B2C, B2G",11-50,Bootstrapped,,Released,,,,,,,"['monitoring' 'data-logging' 'data-storage' 'cyber-security'
 'telecommunication-equipment' 'compliance' 'network-security'
 'telecommunication']"
CISOteria,                              8/2018,B2B,1-10,Bootstrapped,,Released,,,,,,,['risk-management' 'enterprise-solutions' 'cyber-security']
AKEYLESS,                              2/2018,B2B,11-50,ROUND A,                 $14M,Released,A,14M,2,2,A Round,$14M,"['privacy-protection' 'encryption' 'patent-pending' 'cyber-security'
 'compliance' 'security' 'data-protection' 'enterprise-security'
 'root-of-trust' 'iot' 'cloud-security']"
Semperis,                              9/2014,"B2B, B2G",51-200,ROUND B,                 $40M,Released,B,40M,2,4,B Round,$40M,"['data-protection' 'saas' 'iam' 'compliance' 'orchestration'
 'identity-verification' 'backup' 'data-recovery' 'enterprise-solutions'
 'network-security' 'disaster-recovery' 'patent-pending' 'cross-platform'
 'cyber-security' 'enterprise-security']"
SBN Signature Biometrics,                              4/2018,"B2B, B2B2C",1-10,Bootstrapped,,Released,,,,,,,"['fintech' 'biometrics' 'transactions' 'mobile-payments' 'mobile-security'
 'anti-fraud' 'credit-cards' 'cyber-security' 'authentication']"
WizLAN,                              7/1996,"B2B, B2G",1-10,Revenue Financed,,Released,,,,,,,"['connectivity' 'optical-communication' 'communications'
 'telecommunication-equipment' 'switches' 'network-security'
 'it-infrastructure' 'cyber-security' 'telecommunication' 'optronics']"
Identiq,                              9/2018,B2B,11-50,ROUND A,                 $52M,Beta,A,52M,2,7,A Round,$47M,"['risk-management' 'cyber-security' 'identity-verification'
 'privacy-protection' 'p2p' 'software-applications' 'kyc' 'authentication'
 'enterprise-solutions' 'anti-fraud' 'fintech' 'cryptography']"
IntelFinder,                              5/2015,B2B,1-10,Bootstrapped,,Released,,,,,,,"['enterprise-solutions' 'cyber-security' 'saas' 'threat-intelligence'
 'enterprise-security']"
Cy-oT,                              12/2015,B2B,1-10,Seed,,Released,,,,,,,"['zero-day' 'industry-4.0' 'telecommunication' 'iot-security' 'iot'
 'cyber-security' 'enterprise-solutions' 'wireless-communication'
 'enterprise-security' 'artificial-intelligence']"
